@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
5744,'2023/12/12 00:04:57:512',105,-0.015186,-0.015039,-0.001219,0.866372,-1.049912,-0.392319,1
5745,'2023/12/12 00:04:57:545',105,-0.02304,-0.014829,-0.00695,1.020072,-1.407872,-0.475613,1
5746,'2023/12/12 00:04:57:579',105,-0.066846,0.004237,-0.028236,1.113406,-1.55744,-0.612755,1
5747,'2023/12/12 00:04:57:613',105,0.000844,0.010718,0.002109,0.944853,-0.977009,-0.501989,1
5748,'2023/12/12 00:04:57:646',105,0.014559,0.011978,0.011211,0.650538,-0.373469,-0.27117,1
5749,'2023/12/12 00:04:57:680',105,0.02531,0.019823,-0.005807,0.491587,0.023773,-0.071735,1
5750,'2023/12/12 00:04:57:713',105,0.038266,0.002177,0.048433,0.236348,0.183435,0.114283,1
5751,'2023/12/12 00:04:57:745',105,-0.010118,-0.008436,0.024579,0.308317,-0.547903,-0.028002,1
5752,'2023/12/12 00:04:57:779',105,-0.049556,-0.001351,-0.043407,0.569177,-0.90243,-0.215388,1
5753,'2023/12/12 00:04:57:813',105,-0.013465,0.00092,-0.010306,0.593108,-0.590398,-0.174096,1
5754,'2023/12/12 00:04:57:846',105,0.012765,-0.00272,0.027904,0.348244,-0.205303,-0.035175,1
5755,'2023/12/12 00:04:57:879',105,0.008947,-0.001955,0.019724,0.188056,-0.016453,0.031333,1
5756,'2023/12/12 00:04:57:913',105,0.008363,0.005627,-0.010516,0.183688,0.135527,0.042182,1
5757,'2023/12/12 00:04:57:946',105,0.005428,0.018435,-0.00979,0.270039,0.120858,0.039094,1
5758,'2023/12/12 00:04:57:979',105,0.014005,0.00512,0.013946,0.247572,0.172661,0.075667,1
5759,'2023/12/12 00:04:58:014',105,0.022247,0.006804,0.019539,0.09995,0.325223,0.205215,1
5760,'2023/12/12 00:04:58:046',105,0.017516,-0.013452,-0.002087,0.115042,0.897769,0.344413,1
5761,'2023/12/12 00:04:58:079',105,-0.020268,-0.032813,0.051207,-0.069488,1.292979,0.39663,1
5762,'2023/12/12 00:04:58:113',105,-0.002526,-0.031131,0.008691,-0.274561,1.598658,0.395113,1
5763,'2023/12/12 00:04:58:146',105,-0.003584,-0.014517,0.026576,-0.370823,2.096522,0.485792,1
5764,'2023/12/12 00:04:58:179',105,-0.00271,-0.022421,0.042708,-0.568751,2.408837,0.489174,1
5765,'2023/12/12 00:04:58:213',105,0.059346,-0.034082,-0.004856,-0.556398,2.761001,0.453236,1
5766,'2023/12/12 00:04:58:246',105,-0.043682,0.02971,0.020716,-0.493341,2.943565,0.451842,1
5767,'2023/12/12 00:04:58:279',105,-0.050935,0.011217,0.063291,-0.718163,2.225206,0.191724,1
5768,'2023/12/12 00:04:58:313',105,0.017037,0.004502,0.003369,-0.640591,2.26915,0.160729,1
5769,'2023/12/12 00:04:58:345',105,-0.018721,0.035608,0.02184,-0.60115,1.737388,0.116162,1
5770,'2023/12/12 00:04:58:379',105,-0.012556,-0.004234,0.014709,-0.408135,1.124185,0.025694,1
5771,'2023/12/12 00:04:58:413',105,-0.006335,0.015365,0.036987,-0.463699,1.080683,0.011919,1
5772,'2023/12/12 00:04:58:445',105,-0.001068,0.009046,0.00649,-0.438854,0.88481,0.028205,1
5773,'2023/12/12 00:04:58:479',105,-0.000358,0.002712,0.00447,-0.300275,0.580395,0.00119,1
5774,'2023/12/12 00:04:58:512',105,-0.001592,-0.00277,-0.000303,-0.250342,0.655798,-0.056586,1
5775,'2023/12/12 00:04:58:545',105,-0.00328,0.004472,0.002606,-0.244565,0.532405,-0.086697,1
5776,'2023/12/12 00:04:58:579',105,-0.0038,0.008859,-0.010629,-0.221402,0.399391,-0.080761,1
5777,'2023/12/12 00:04:58:612',105,-0.107848,-0.047313,-0.056396,-0.083427,0.445428,-0.394741,1
5778,'2023/12/12 00:04:58:646',105,-0.015658,0.011746,-0.01939,-0.013957,0.643668,-0.54854,1
5779,'2023/12/12 00:04:58:680',105,0.004975,-0.003786,0.014866,-0.18175,0.832833,-0.456484,1
5780,'2023/12/12 00:04:58:713',105,-0.016968,-0.011886,0.00933,-0.325393,1.011999,-0.469077,1
5781,'2023/12/12 00:04:58:746',105,0.000785,-0.00034,0.046658,-0.568776,1.509875,-0.389959,1
5782,'2023/12/12 00:04:58:779',105,-0.000561,-0.008058,0.091864,-0.879187,1.756247,-0.343091,1
5783,'2023/12/12 00:04:58:812',105,0.014018,-0.002494,0.031072,-0.827875,1.490215,-0.309724,1
5784,'2023/12/12 00:04:58:846',105,-0.000996,-0.003031,0.003334,-0.608427,1.146857,-0.322714,1
5785,'2023/12/12 00:04:58:880',105,-0.024327,0.003722,0.003019,-0.406955,0.808584,-0.348131,1
5786,'2023/12/12 00:04:58:913',105,-0.00036,0.005787,0.029975,-0.396627,0.772935,-0.323726,1
5787,'2023/12/12 00:04:58:946',105,-0.018446,-0.006365,-0.000585,-0.463191,1.042609,-0.350842,1
5788,'2023/12/12 00:04:58:979',105,0.001369,0.018995,-0.002278,-0.626239,1.634629,-0.28321,1
5789,'2023/12/12 00:04:59:012',105,0.002735,0.02165,0.014929,-0.831582,2.086062,-0.118937,1
5790,'2023/12/12 00:04:59:046',105,0.013589,0.011355,0.10308,-1.358153,2.899962,0.005627,1
5791,'2023/12/12 00:04:59:079',105,-0.066436,-0.019832,0.041163,-1.698943,3.621585,-0.171974,1
5792,'2023/12/12 00:04:59:112',105,-0.050389,0.008388,0.016598,-1.500858,3.345284,-0.171657,1
5793,'2023/12/12 00:04:59:147',105,-0.019178,-0.046129,0.029084,-1.038535,2.482405,-0.244697,1
5794,'2023/12/12 00:04:59:180',105,-0.015051,-0.004831,0.023844,-0.614754,1.621827,-0.288569,1
5795,'2023/12/12 00:04:59:213',105,0.008806,0.004055,0.018078,-0.322988,1.002292,-0.282596,1
5796,'2023/12/12 00:04:59:246',105,0.018256,0.009981,0.015949,-0.323394,0.787283,-0.168789,1
5797,'2023/12/12 00:04:59:280',105,-0.023122,0.01296,-0.028771,-0.189673,0.769426,-0.206628,1
5798,'2023/12/12 00:04:59:313',105,0.009957,0.02143,-0.006192,0.005497,0.404919,-0.188811,1
5799,'2023/12/12 00:04:59:346',105,-0.003452,0.005393,-0.024963,0.21926,0.126283,-0.205964,1
5800,'2023/12/12 00:04:59:379',105,-0.00854,0.011794,0.037689,0.010136,0.526188,-0.185529,1
5801,'2023/12/12 00:04:59:413',105,-0.006658,-0.033251,0.042484,-0.203005,0.653927,-0.205951,1
5802,'2023/12/12 00:04:59:446',105,-0.006133,-0.004805,-0.007448,-0.195956,0.644385,-0.207567,1
5803,'2023/12/12 00:04:59:479',105,-0.019172,-0.009968,-0.01605,-0.144217,0.710178,-0.223468,1
5804,'2023/12/12 00:04:59:513',105,0.00337,0.008339,0.030285,-0.198967,0.708354,-0.19094,1
5805,'2023/12/12 00:04:59:545',105,-0.02111,0.028618,-0.073512,0.115321,0.58011,-0.223672,1
5806,'2023/12/12 00:04:59:579',105,0.012573,0.030824,-0.00009,0.298161,0.184342,-0.180937,1
5807,'2023/12/12 00:04:59:613',105,0.05615,0.012235,-0.038173,0.484052,-0.150382,-0.033144,1
5808,'2023/12/12 00:04:59:646',105,0.014859,0.042304,0.027185,0.425554,-0.282075,-0.014408,1
5809,'2023/12/12 00:04:59:679',105,0.014599,0.005514,-0.021303,0.441115,-0.119244,0.068948,1
5810,'2023/12/12 00:04:59:713',105,-0.031674,0.014445,-0.003891,0.509314,-0.113526,0.026969,1
5811,'2023/12/12 00:04:59:746',105,-0.023547,-0.012623,0.035158,0.400407,-0.010258,-0.048692,1
5812,'2023/12/12 00:04:59:779',105,-0.019383,-0.016634,-0.008184,0.647918,-0.405756,-0.127795,1
5813,'2023/12/12 00:04:59:812',105,0.02312,0.001953,0.048636,0.688799,-0.802743,-0.14118,1
5814,'2023/12/12 00:04:59:846',105,0.022841,-0.000542,0.010413,0.701175,-0.978281,-0.143221,1
5815,'2023/12/12 00:04:59:879',105,0.036605,0.029734,0.054053,0.494005,-0.788844,-0.064924,1
5816,'2023/12/12 00:04:59:913',105,0.027985,0.028618,0.066305,0.07403,-0.229323,0.038196,1
5817,'2023/12/12 00:04:59:946',105,0.007099,0.012744,0.028727,-0.021054,-0.163555,0.0554,1
5818,'2023/12/12 00:04:59:979',105,-0.008986,0.011943,0.019503,0.016117,-0.289211,0.04453,1
5819,'2023/12/12 00:05:00:013',105,0.006146,0.003237,0.015241,0.0778,-0.35043,0.051425,1
5820,'2023/12/12 00:05:00:046',105,-0.006125,-0.008929,0.013475,0.100098,-0.331411,0.050477,1
5821,'2023/12/12 00:05:00:079',105,0.033227,0.003065,0.043784,0.051875,-0.392954,0.116182,1
5822,'2023/12/12 00:05:00:113',105,-0.015027,-0.015328,0.016334,0.004785,-0.358689,0.025245,1
5823,'2023/12/12 00:05:00:146',105,0.006822,0.006881,0.000053,-0.095178,-0.231878,0.016786,1
5824,'2023/12/12 00:05:06:213',106,0.116358,0.695545,0.329538,-2.786943,-1.805825,9.895502,2
5825,'2023/12/12 00:05:06:246',106,-1.45154,0.34288,-0.235251,-0.53922,-0.015993,3.177858,2
5826,'2023/12/12 00:05:06:279',106,-1.552445,0.793824,-0.518116,3.361376,0.669135,-7.989909,2
5827,'2023/12/12 00:05:06:312',106,-1.112886,1.150278,-0.221028,6.193279,2.311035,-13.810975,2
5828,'2023/12/12 00:05:06:346',106,-0.08387,0.983083,0.31062,5.00438,2.911284,-13.615507,2
5829,'2023/12/12 00:05:06:379',106,1.523455,0.440267,0.481552,1.55023,1.997649,-5.533225,2
5830,'2023/12/12 00:05:06:413',106,2.398519,0.29871,0.712949,-2.172663,-1.035842,7.155571,2
5831,'2023/12/12 00:05:06:446',106,1.000349,0.712597,0.567364,-5.051592,-2.599909,14.259503,2
5832,'2023/12/12 00:05:06:479',106,0.008364,0.880626,0.086461,-4.787814,-2.09243,15.091234,2
5833,'2023/12/12 00:05:06:512',106,-0.946135,0.428024,0.079546,-4.235718,-0.424764,11.692384,2
5834,'2023/12/12 00:05:06:546',106,-1.423162,0.238819,-0.325793,-1.106798,0.227448,0.389171,2
5835,'2023/12/12 00:05:06:579',106,-1.328595,0.660671,-0.310157,2.524384,0.454259,-11.154792,2
5836,'2023/12/12 00:05:06:612',106,-0.910769,1.324185,-0.057196,4.414714,1.458601,-16.656273,2
5837,'2023/12/12 00:05:06:646',106,-0.268658,1.454614,0.122029,4.42427,2.248435,-16.460079,2
5838,'2023/12/12 00:05:06:680',106,1.547699,0.562515,0.511462,0.937708,1.444066,-5.899465,2
5839,'2023/12/12 00:05:06:713',106,2.53027,0.499791,0.562029,-2.841087,-1.964497,8.987044,2
5840,'2023/12/12 00:05:06:746',106,1.069048,1.204441,0.190603,-3.351055,-3.723362,17.139582,2
5841,'2023/12/12 00:05:06:779',106,-0.1029,1.184481,0.234648,-1.998647,-2.289552,14.971909,2
5842,'2023/12/12 00:05:06:811',106,-2.496398,0.11888,-0.203515,-0.11771,-0.123485,0.65151,2
5843,'2023/12/12 00:05:06:845',106,-1.664334,0.816084,-0.321111,1.92589,1.473184,-14.2268,2
5844,'2023/12/12 00:05:06:878',106,-0.865417,1.424397,0.140459,2.820328,3.117224,-18.087185,2
5845,'2023/12/12 00:05:06:912',106,0.177992,1.097613,0.419771,1.852279,3.271064,-14.869823,2
5846,'2023/12/12 00:05:06:945',106,1.087714,0.582432,0.286423,-0.315958,1.61048,-4.916732,2
5847,'2023/12/12 00:05:06:979',106,2.330507,0.500512,0.14873,-1.467858,-1.507181,8.013761,2
5848,'2023/12/12 00:05:07:012',106,0.84809,1.147463,0.396784,-1.995191,-3.314653,15.986107,2
5849,'2023/12/12 00:05:07:045',106,-0.081111,0.961654,0.43814,-2.736178,-3.116208,15.51011,2
5850,'2023/12/12 00:05:07:079',106,-1.223564,0.238067,0.183568,-2.703575,-1.32006,8.567185,2
5851,'2023/12/12 00:05:07:112',106,-2.468471,0.526976,-0.406653,0.184386,1.69062,-8.284928,2
5852,'2023/12/12 00:05:07:145',106,-1.219986,1.356005,-0.166925,3.623066,3.55891,-17.004402,2
5853,'2023/12/12 00:05:07:179',106,-0.226078,1.407501,0.498672,2.841856,4.079262,-16.697468,2
5854,'2023/12/12 00:05:07:212',106,0.65511,0.884775,0.501466,0.660066,3.307945,-10.178653,2
5855,'2023/12/12 00:05:07:245',106,1.459113,0.422092,0.13194,-0.968962,0.77354,0.839049,2
5856,'2023/12/12 00:05:07:279',106,1.845764,0.57979,-0.017754,-0.986819,-2.463662,9.890428,2
5857,'2023/12/12 00:05:07:312',106,0.740176,1.156466,0.511992,-2.007994,-4.475858,15.229645,2
5858,'2023/12/12 00:05:07:345',106,-0.087666,1.04416,0.644976,-2.895253,-4.291739,15.201153,2
5859,'2023/12/12 00:05:07:379',106,-1.904021,0.247795,-0.124506,-0.595777,-0.878163,3.726778,2
5860,'2023/12/12 00:05:07:412',106,-1.888015,0.812304,-0.165419,1.861832,1.63982,-13.667979,2
5861,'2023/12/12 00:05:07:446',106,-0.701384,1.315597,0.231972,2.722828,3.067819,-18.151176,2
5862,'2023/12/12 00:05:07:479',106,0.398013,0.91361,0.57658,0.279471,2.316259,-13.494457,2
5863,'2023/12/12 00:05:07:512',106,2.129418,0.350486,0.156231,-2.093295,-0.713924,0.888315,2
5864,'2023/12/12 00:05:07:546',106,1.675853,0.721903,-0.069749,-1.68949,-3.266103,12.243018,2
5865,'2023/12/12 00:05:07:579',106,0.680961,1.371637,0.367601,-1.45669,-4.132734,17.218079,2
5866,'2023/12/12 00:05:07:612',106,-0.35692,0.980563,0.273609,-1.021551,-3.221519,14.891682,2
5867,'2023/12/12 00:05:07:646',106,-1.633784,0.094871,0.019795,-0.402097,-0.809561,5.117112,2
5868,'2023/12/12 00:05:07:679',106,-2.21307,0.470172,-0.04234,0.537936,1.006604,-11.523819,2
5869,'2023/12/12 00:05:07:713',106,-0.873408,1.430162,0.113927,2.152345,2.582092,-18.868328,2
5870,'2023/12/12 00:05:07:746',106,-0.014986,1.13488,0.446941,1.465607,3.224142,-16.97135,2
5871,'2023/12/12 00:05:07:779',106,0.707609,0.589535,0.514569,-1.066465,1.910682,-8.697259,2
5872,'2023/12/12 00:05:07:812',106,2.248612,0.482623,-0.171004,-1.683624,-1.637409,6.097602,2
5873,'2023/12/12 00:05:07:847',106,1.343383,1.177652,0.035378,-0.5519,-3.501683,15.556294,2
5874,'2023/12/12 00:05:07:879',106,0.164996,1.488336,0.336542,-0.961287,-3.221262,17.291359,2
5875,'2023/12/12 00:05:07:913',106,-0.534511,0.759163,0.190765,-1.133215,-2.128461,12.85434,2
5876,'2023/12/12 00:05:07:946',106,-2.189747,-0.170748,-0.044056,0.115976,-0.035482,1.667038,2
5877,'2023/12/12 00:05:07:980',106,-1.997423,0.677691,-0.095855,1.385367,1.921917,-13.381325,2
5878,'2023/12/12 00:05:08:013',106,-0.568576,1.245434,0.271499,2.60893,3.242619,-17.260141,2
5879,'2023/12/12 00:05:08:046',106,0.064302,0.903327,0.518135,1.384495,3.320538,-14.552461,2
5880,'2023/12/12 00:05:08:079',106,0.726974,0.605476,0.388504,-0.95794,1.570881,-6.699782,2
5881,'2023/12/12 00:05:08:112',106,2.256305,0.627922,-0.257718,-0.876803,-1.512961,7.37055,2
5882,'2023/12/12 00:05:08:146',106,1.145001,1.087315,0.296894,-0.682712,-2.932748,15.706033,2
5883,'2023/12/12 00:05:08:180',106,0.117011,1.200614,0.382172,-2.014246,-2.576676,17.172546,2
5884,'2023/12/12 00:05:08:213',106,-0.480466,0.688652,0.049417,-2.248851,-1.678568,12.40187,2
5885,'2023/12/12 00:05:08:246',106,-2.119714,-0.035284,-0.101861,-0.539887,0.278615,1.066672,2
5886,'2023/12/12 00:05:08:279',106,-1.936245,0.808406,-0.210229,1.55133,1.76963,-14.316143,2
5887,'2023/12/12 00:05:08:313',106,-0.575467,1.402821,0.233783,2.978117,2.965867,-18.808899,2
5888,'2023/12/12 00:05:08:346',106,0.162664,1.015975,0.527616,1.647897,3.24076,-15.127323,2
5889,'2023/12/12 00:05:08:380',106,1.395248,0.431373,0.475437,-1.741463,0.603222,-3.382474,2
5890,'2023/12/12 00:05:08:412',106,2.175752,0.585714,-0.083883,-1.675798,-2.341092,9.143475,2
5891,'2023/12/12 00:05:08:446',106,0.438076,1.226092,0.060647,-0.684108,-3.560578,14.264939,2
5892,'2023/12/12 00:05:08:479',106,-0.072771,0.831023,0.365066,-0.951028,-3.262564,14.098379,2
5893,'2023/12/12 00:05:08:513',106,-0.736217,0.208658,0.492747,-2.323317,-1.971964,9.856101,2
5894,'2023/12/12 00:05:08:546',106,-2.026219,0.120152,-0.353541,-0.042248,0.862565,-3.963145,2
5895,'2023/12/12 00:05:08:579',106,-1.675196,0.885911,-0.164487,2.63182,3.200636,-16.53241,2
5896,'2023/12/12 00:05:08:613',106,-0.59873,1.402443,0.390112,2.760277,4.235064,-18.350136,2
5897,'2023/12/12 00:05:08:646',106,0.493394,0.85441,0.502912,1.212947,3.314834,-12.343095,2
5898,'2023/12/12 00:05:08:679',106,1.995433,0.500543,0.302707,-1.930128,-0.270459,2.491346,2
5899,'2023/12/12 00:05:08:714',106,2.066402,0.961387,-0.106642,-1.253285,-3.418967,14.474266,2
5900,'2023/12/12 00:05:08:747',106,0.235548,1.501642,0.424343,-1.287925,-3.83456,18.517683,2
5901,'2023/12/12 00:05:08:778',106,-0.342096,1.049677,0.345873,-1.71003,-2.598017,16.020378,2
5902,'2023/12/12 00:05:08:813',106,-1.864029,0.013443,-0.027417,-0.857053,-0.101041,4.385654,2
5903,'2023/12/12 00:05:08:845',106,-1.896215,0.731191,-0.230443,0.531345,1.606521,-12.851703,2
5904,'2023/12/12 00:05:08:879',106,-0.759597,1.248545,0.267231,1.757681,3.254983,-17.85051,2
5905,'2023/12/12 00:05:08:913',106,-0.126213,1.054492,0.270144,1.629416,3.555415,-15.348149,2
5906,'2023/12/12 00:05:08:946',106,1.162204,0.530539,0.271922,-0.378719,1.776973,-5.936283,2
5907,'2023/12/12 00:05:08:979',106,2.121382,0.58317,0.096697,-1.47261,-1.930736,8.46006,2
5908,'2023/12/12 00:05:09:012',106,1.087381,1.054422,0.132022,-1.177147,-3.684243,14.829761,2
5909,'2023/12/12 00:05:09:046',106,0.088706,1.129307,0.375147,-1.461196,-3.586971,16.147167,2
5910,'2023/12/12 00:05:09:079',106,-1.277966,0.295935,0.09383,-0.463116,-1.49619,7.831686,2
5911,'2023/12/12 00:05:09:113',106,-2.511019,0.253402,0.026075,0.514621,0.495538,-8.61429,2
5912,'2023/12/12 00:05:09:146',106,-1.1609,1.360212,0.056712,2.793638,2.381939,-18.807735,2
5913,'2023/12/12 00:05:09:180',106,0.079113,1.205259,0.398691,1.39598,3.291818,-16.463757,2
5914,'2023/12/12 00:05:09:213',106,0.755254,0.543153,0.481867,-0.94726,1.918883,-8.035051,2
5915,'2023/12/12 00:05:09:246',106,2.199388,0.594768,-0.145043,-1.719622,-1.704793,6.971453,2
5916,'2023/12/12 00:05:09:279',106,1.181653,1.205575,0.000284,-0.230705,-3.472092,15.072725,2
5917,'2023/12/12 00:05:09:312',106,0.221576,1.361469,0.31516,-0.670539,-3.375103,17.025761,2
5918,'2023/12/12 00:05:09:346',106,-0.563658,0.541906,0.367888,-1.161178,-2.276397,13.277598,2
5919,'2023/12/12 00:05:09:379',106,-2.106703,-0.052858,-0.163462,-0.362158,-0.072069,1.710145,2
5920,'2023/12/12 00:05:09:413',106,-1.995805,0.688642,-0.152442,1.079879,1.18391,-14.046111,2
5921,'2023/12/12 00:05:09:446',106,-0.640936,1.346774,0.244387,1.766427,3.412026,-18.886154,2
5922,'2023/12/12 00:05:09:480',106,0.06683,0.993366,0.451007,1.269043,3.42282,-16.10368,2
5923,'2023/12/12 00:05:09:514',106,0.993669,0.528937,0.344306,-0.826917,1.404971,-6.447705,2
5924,'2023/12/12 00:05:09:546',106,1.921141,0.6143,-0.023097,-1.724449,-1.900308,7.156356,2
5925,'2023/12/12 00:05:09:579',106,1.09218,1.226963,0.041632,-1.120243,-3.560683,14.424156,2
5926,'2023/12/12 00:05:09:612',106,0.265271,1.487089,0.306979,-1.121882,-3.420024,17.031036,2
5927,'2023/12/12 00:05:09:646',106,-0.647342,0.674734,0.367661,-1.284627,-2.311075,13.709805,2
5928,'2023/12/12 00:05:09:679',106,-2.148715,0.084881,-0.052556,-0.713317,0.067313,2.540136,2
5929,'2023/12/12 00:05:09:713',106,-1.854619,0.479192,-0.236115,1.979617,1.253776,-11.949976,2
5930,'2023/12/12 00:05:09:746',106,-0.6844,1.119979,0.160119,2.889323,3.301067,-16.276596,2
5931,'2023/12/12 00:05:09:780',106,0.106836,0.869933,0.362553,2.045081,2.813868,-13.631741,2
5932,'2023/12/12 00:05:09:813',106,0.890563,0.398419,0.230194,0.031654,1.571641,-5.369552,2
5933,'2023/12/12 00:05:09:846',106,1.975154,0.497388,0.352932,-2.186802,-1.046563,5.691503,2
5934,'2023/12/12 00:05:09:879',106,0.911665,1.126982,0.273841,-3.093523,-3.111288,13.863498,2
5935,'2023/12/12 00:05:09:912',106,0.030489,0.94933,0.21676,-2.354397,-3.620489,13.552497,2
5936,'2023/12/12 00:05:09:946',106,-1.272635,0.170908,0.000261,-0.940198,-1.645208,5.713666,2
5937,'2023/12/12 00:05:09:979',106,-2.151088,0.344263,-0.074366,1.461844,0.857749,-10.681779,2
5938,'2023/12/12 00:05:10:013',106,-0.931602,1.040312,0.100137,2.567631,2.461659,-16.115168,2
5939,'2023/12/12 00:05:10:046',106,0.242194,0.714386,0.209824,1.856219,2.25806,-11.866144,2
5940,'2023/12/12 00:05:10:079',106,1.605589,0.456114,0.290164,-1.146912,0.573975,0.811375,2
5941,'2023/12/12 00:05:10:113',106,1.722903,1.120289,0.161426,-2.630747,-2.312826,14.50703,2
5942,'2023/12/12 00:05:10:146',106,0.610787,1.343728,0.012423,-1.362729,-3.381682,17.427933,2
5943,'2023/12/12 00:05:10:179',106,-0.704971,0.576577,0.288425,-1.474633,-2.038253,13.528833,2
5944,'2023/12/12 00:05:10:212',106,-2.034103,-0.188361,-0.14008,-0.201811,0.053253,0.082446,2
5945,'2023/12/12 00:05:10:246',106,-1.886048,0.631095,-0.174463,1.515185,1.272177,-12.053286,2
5946,'2023/12/12 00:05:10:280',106,-0.547223,1.021697,0.114666,2.914054,2.463471,-16.008751,2
5947,'2023/12/12 00:05:10:313',106,0.00535,0.916535,0.226565,2.379728,2.529724,-13.274844,2
5948,'2023/12/12 00:05:10:346',106,0.69086,0.437864,0.291455,0.582164,1.655928,-6.277252,2
5949,'2023/12/12 00:05:10:379',106,1.857987,0.395131,0.281666,-2.190388,-0.938535,6.490314,2
5950,'2023/12/12 00:05:10:413',106,1.219002,1.082037,0.158308,-2.838113,-2.926006,15.473685,2
5951,'2023/12/12 00:05:10:446',106,0.409007,1.310532,0.16044,-2.224216,-3.329421,17.099894,2
5952,'2023/12/12 00:05:10:479',106,-1.465672,0.129939,0.042883,-1.382347,-1.695653,10.331136,2
5953,'2023/12/12 00:05:10:512',106,-2.017195,0.231231,-0.080392,-0.192724,0.333891,-6.409673,2
5954,'2023/12/12 00:05:10:546',106,-1.51313,0.794894,-0.223618,1.921501,1.771408,-14.914865,2
5955,'2023/12/12 00:05:10:579',106,-0.125578,0.82915,0.199906,1.598807,2.369665,-15.294559,2
5956,'2023/12/12 00:05:10:613',106,0.69289,0.601944,0.308381,0.167836,1.146286,-8.031559,2
5957,'2023/12/12 00:05:10:646',106,1.592913,0.253912,0.088468,-1.408086,-0.850508,3.049226,2
5958,'2023/12/12 00:05:10:679',106,1.270468,1.058876,0.015839,-1.877137,-2.952579,14.06268,2
5959,'2023/12/12 00:05:10:713',106,0.440344,1.284464,0.162588,-1.464292,-3.694613,17.471169,2
5960,'2023/12/12 00:05:10:746',106,-0.552241,0.806032,0.410525,-2.362583,-1.911916,15.156824,2
5961,'2023/12/12 00:05:10:779',106,-1.832881,-0.042672,-0.307969,-1.397941,0.400047,3.843019,2
5962,'2023/12/12 00:05:10:812',106,-1.294227,0.343911,-0.252056,1.011312,0.702767,-7.560032,2
5963,'2023/12/12 00:05:10:846',106,-1.02318,0.767806,0.043624,3.104644,1.928031,-15.427166,2
5964,'2023/12/12 00:05:10:879',106,-0.449807,1.230101,0.282072,2.842334,3.211062,-17.634956,2
5965,'2023/12/12 00:05:10:913',106,0.379423,0.961641,0.360681,1.883369,2.749105,-13.128947,2
5966,'2023/12/12 00:05:10:946',106,1.110055,0.362734,0.245387,-0.550588,1.011158,-2.307452,2
5967,'2023/12/12 00:05:10:979',106,1.360227,0.77789,0.020941,-2.109535,-1.21001,9.837594,2
5968,'2023/12/12 00:05:11:012',106,0.839252,1.436934,-0.117038,-1.382449,-2.520235,16.103109,2
5969,'2023/12/12 00:05:11:046',106,0.095645,1.410005,0.418403,-1.399162,-2.451562,18.992956,2
5970,'2023/12/12 00:05:11:079',106,-2.007153,0.093248,-0.198308,-1.66005,0.230141,11.112504,2
5971,'2023/12/12 00:05:11:113',106,-1.519824,-0.007126,0.099915,-0.341862,0.772299,-3.002551,2
5972,'2023/12/12 00:05:11:146',106,-1.150258,0.464894,-0.323656,2.20253,0.849584,-14.461529,2
5973,'2023/12/12 00:05:11:179',106,-0.407046,1.099709,0.157841,2.592685,2.429705,-17.20266,2
5974,'2023/12/12 00:05:11:213',106,0.313976,0.926516,0.269015,2.215751,1.686344,-13.395306,2
5975,'2023/12/12 00:05:11:246',106,0.998743,0.379863,0.36126,-0.170125,0.089818,-4.299803,2
5976,'2023/12/12 00:05:11:279',106,1.417865,0.429914,-0.017831,-1.839243,-1.158639,7.065609,2
5977,'2023/12/12 00:05:11:312',106,0.951056,1.013891,-0.102836,-1.085906,-2.401811,14.148331,2
5978,'2023/12/12 00:05:11:346',106,0.306756,1.314118,0.177482,-0.421137,-2.879766,16.824718,2
5979,'2023/12/12 00:05:11:379',106,-1.377166,0.379256,0.138843,-0.317704,-0.895566,12.510823,2
5980,'2023/12/12 00:05:11:413',106,-1.940202,-0.104062,-0.065202,0.095272,0.389488,-0.35608,2
5981,'2023/12/12 00:05:11:446',106,-1.149504,0.505057,-0.122981,0.812112,0.388816,-13.507053,2
5982,'2023/12/12 00:05:11:479',106,-0.406061,1.094056,0.156952,1.543308,2.074966,-17.601763,2
5983,'2023/12/12 00:05:11:512',106,0.345326,0.927873,0.209955,1.398276,1.864306,-14.064583,2
5984,'2023/12/12 00:05:11:546',106,0.99467,0.462807,0.178312,0.023276,0.865003,-4.031397,2
5985,'2023/12/12 00:05:11:579',106,1.632273,0.336127,0.074975,-1.502895,-0.842044,7.76107,2
5986,'2023/12/12 00:05:11:612',106,0.721055,1.169832,0.026581,-1.21457,-2.081636,16.460056,2
5987,'2023/12/12 00:05:11:646',106,-0.140475,0.962574,0.153527,-0.688658,-1.59676,16.389339,2
5988,'2023/12/12 00:05:11:679',106,-1.364595,-0.110663,0.201786,-1.551445,0.279971,8.172375,2
5989,'2023/12/12 00:05:11:712',106,-1.665867,0.222177,-0.080521,-0.971239,0.912894,-7.824329,2
5990,'2023/12/12 00:05:11:746',106,-1.081703,0.97197,-0.185802,2.207282,2.066055,-16.118204,2
5991,'2023/12/12 00:05:11:779',106,-0.259535,1.163873,0.052802,2.921015,2.421234,-15.819962,2
5992,'2023/12/12 00:05:11:812',106,0.330428,0.581729,0.295985,1.976563,2.026846,-10.733591,2
